meta	20	108	20	29	87	8	2.0
##nard	24	587	24	36	563	12	3.0
jaguar	148	480	29	37	332	8	2.0
croats	23	262	23	31	239	8	2.0
dickson	238	543	28	36	304	8	2.0
##tya	33	302	29	38	269	8	2.0
sticks	53	549	24	37	496	12	3.0
pageant	130	185	26	34	54	8	2.0
agnes	23	527	24	36	503	12	3.0
slit	26	569	27	39	543	11	3.0
phrases	25	546	25	33	521	7	2.0
prints	23	61	23	31	37	7	2.0
pleasure	507	555	31	39	48	7	2.0
##rp	87	608	20	39	520	19	5.0
##tiv	26	75	25	33	49	7	2.0
swans	29	569	26	41	540	15	4.0
sandwiches	23	541	23	35	517	11	3.0
bermuda	514	558	33	41	43	7	2.0
##eed	22	50	22	30	27	7	2.0
stacks	62	261	25	33	199	7	2.0
injustice	23	276	24	35	252	11	3.0
beige	19	556	19	34	537	15	4.0
bumped	20	37	20	28	16	7	2.0
##xy	27	67	27	35	40	7	2.0
1610	25	75	25	36	50	11	3.0
cadillac	65	503	28	35	437	7	2.0
coco	28	539	29	40	510	11	3.0
alternatives	108	119	24	31	11	7	2.0
offspring	80	565	25	37	485	11	3.0
masked	23	271	23	30	248	7	2.0
locally	24	130	24	31	105	7	2.0
henderson	22	36	22	29	14	7	2.0
stephan	20	265	20	31	245	11	3.0
sahara	28	193	28	35	164	7	2.0
reilly	23	36	23	34	12	11	3.0
sweeps	18	101	18	29	83	11	3.0
akin	23	98	23	34	75	11	3.0
##awan	25	609	25	40	583	14	4.0
##unce	24	78	24	35	53	11	3.0
hua	25	553	25	40	527	14	4.0
2016	23	32	22	30	8	7	2.0
bottled	39	62	25	33	22	7	2.0
nm	265	288	30	38	23	7	2.0
agreeing	21	102	22	29	80	7	2.0
jens	28	637	28	39	608	10	3.0
bypass	26	565	26	36	539	10	3.0
grove	22	545	22	33	522	10	3.0
vogue	26	53	26	33	26	7	2.0
##ays	65	305	30	37	240	7	2.0
neutron	98	603	33	40	504	7	2.0
##kki	88	252	29	40	164	10	3.0
frost	25	605	25	40	579	14	4.0
condemnation	18	127	19	29	108	10	3.0
greene	22	251	22	29	228	7	2.0
resurrected	21	28	21	28	7	7	2.0
singular	27	565	27	34	538	7	2.0
rc	24	119	24	34	95	10	3.0
##oor	20	31	20	31	11	10	3.0
annapolis	27	94	26	33	67	7	2.0
dripping	26	538	26	33	511	7	2.0
rows	75	544	29	36	468	7	2.0
##rose	25	199	26	36	174	10	3.0
##het	22	599	21	36	577	14	4.0
snatch	22	100	23	30	77	7	2.0
finn	49	229	23	34	180	10	3.0
##bby	25	516	25	32	491	6	2.0
161	25	584	25	35	558	10	3.0
emerson	28	554	28	38	525	10	3.0
370	21	39	21	31	18	10	3.0
clayton	45	530	27	34	484	6	2.0
movements	23	32	23	30	9	6	2.0
##pher	27	628	27	40	601	13	4.0
elmer	23	133	23	30	110	6	2.0
##loh	24	59	24	34	35	10	3.0
ashton	25	570	25	36	545	10	3.0
flint	24	585	24	37	560	13	4.0
##wise	24	285	24	35	260	10	3.0
prone	42	553	26	33	511	6	2.0
##rks	27	593	27	37	566	10	3.0
##ower	23	65	23	37	41	13	4.0
plaid	28	551	28	38	523	10	3.0
oboe	33	573	28	35	540	6	2.0
ito	21	28	21	28	6	6	2.0
aka	21	111	21	31	89	10	3.0
reckon	22	66	22	32	44	10	3.0
weathered	24	68	23	30	44	6	2.0
oasis	26	62	26	32	36	6	2.0
cooke	31	589	28	41	558	13	4.0
coli	30	581	31	41	551	9	3.0
##asa	28	576	28	38	547	9	3.0
relentless	24	31	24	31	6	6	2.0
tong	27	583	27	37	555	9	3.0
gardner	21	62	21	31	40	9	3.0
##ited	24	109	24	31	84	6	2.0
¿	19	26	20	26	6	6	2.0
##wang	24	66	24	30	42	6	2.0
##ours	43	51	24	30	8	6	2.0
stitch	27	40	27	33	12	6	2.0
marian	25	170	25	31	145	6	2.0
wanna	28	577	27	37	549	9	3.0
omega	19	30	19	29	10	9	3.0
haul	19	559	20	36	539	16	5.0
darker	23	184	24	30	160	6	2.0
ashore	26	141	26	35	115	9	3.0
raiding	24	104	24	31	79	6	2.0
##nio	24	292	24	34	267	9	3.0
tracker	24	506	23	33	481	9	3.0
zoe	244	495	28	35	251	6	2.0
sullivan	20	109	21	30	88	9	3.0
hutton	21	28	21	28	7	6	2.0
erich	100	280	26	32	180	6	2.0
smiles	28	559	25	37	531	12	4.0
dice	253	577	30	37	324	6	2.0
##aia	27	86	27	34	58	6	2.0
dread	23	102	23	29	79	6	2.0
##ots	22	613	22	38	591	15	5.0
visitation	29	285	28	34	255	6	2.0
leary	23	93	23	33	69	9	3.0
stimulated	24	62	24	30	38	6	2.0
indications	23	41	23	30	17	6	2.0
strife	22	74	23	29	51	6	2.0
##hawk	23	29	24	30	5	6	2.0
opener	19	112	20	29	92	9	3.0
shire	21	81	21	30	60	9	3.0
corporal	49	590	31	37	540	6	2.0
detectors	23	59	23	29	35	6	2.0
optical	23	110	23	33	86	9	3.0
otter	256	275	28	35	19	6	2.0
##uated	22	28	22	28	5	6	2.0
##bib	78	604	29	38	526	9	3.0
##ael	25	619	25	37	593	12	4.0
##ritan	44	140	28	35	96	6	2.0
##usia	27	67	27	33	40	6	2.0
##rew	23	30	24	30	6	6	2.0
translation	23	31	23	29	7	6	2.0
mia	26	551	27	33	524	6	2.0
##vier	28	66	28	34	38	6	2.0
##hes	24	75	23	35	51	12	4.0
rs	25	526	25	34	501	9	3.0
##rino	23	151	23	35	127	12	4.0
##uca	25	31	25	31	6	6	2.0
wand	23	71	24	33	47	9	3.0
seamus	180	535	32	41	355	9	3.0
certification	23	29	23	29	5	6	2.0
106	26	294	26	38	268	12	4.0
guyana	539	579	35	41	40	6	2.0
##rgeon	22	286	22	34	264	12	4.0
viz	84	589	35	41	505	6	2.0
twain	28	551	28	34	522	6	2.0
sensible	52	546	26	35	493	8	3.0
##ego	26	32	26	32	6	5	2.0
roommate	25	543	25	34	517	8	3.0
ripping	25	93	24	30	68	5	2.0
##rval	29	63	29	35	33	5	2.0
continuity	27	250	27	33	222	5	2.0
purcell	173	536	27	33	362	5	2.0
##rak	28	105	28	37	77	8	3.0
necessity	175	546	31	37	370	5	2.0
##aru	23	155	23	35	132	11	4.0
##bio	25	36	25	34	10	8	3.0
##ense	26	79	26	32	52	5	2.0
##gles	24	30	24	30	5	5	2.0
implied	22	28	22	28	6	5	2.0
dickens	83	291	31	37	207	5	2.0
braking	29	565	29	35	536	5	2.0
crescent	23	30	24	29	6	5	2.0
##wal	28	289	25	37	261	11	4.0
grunt	21	176	21	27	154	5	2.0
##aan	25	50	25	34	24	8	3.0
##write	24	269	24	33	244	8	3.0
bounced	47	158	27	32	110	5	2.0
κ	28	115	27	33	86	5	2.0
orb	26	596	27	38	569	11	4.0
relate	22	507	22	31	485	8	3.0
##hing	23	97	23	34	74	11	4.0
##uth	24	604	24	39	580	14	5.0
interrupted	21	36	21	27	14	5	2.0
##ctor	25	51	25	31	26	5	2.0
downhill	126	531	29	37	404	8	3.0
##bard	32	87	29	35	55	5	2.0
comic	24	38	24	30	14	5	2.0
advent	21	539	21	33	517	11	4.0
sniff	20	263	20	31	243	11	4.0
maize	48	591	31	36	542	5	2.0
stared	24	475	23	29	451	5	2.0
respectful	25	293	25	37	267	11	4.0
rooftop	173	522	28	33	349	5	2.0
decent	25	534	25	34	509	8	3.0
##raf	21	68	21	35	46	14	5.0
fern	24	101	23	32	77	8	3.0
shri	30	38	30	36	7	5	2.0
422	25	30	25	31	5	5	2.0
bakery	22	252	22	28	229	5	2.0
recognizing	22	34	22	27	11	5	2.0
hawaiian	29	554	29	35	524	5	2.0
##aks	22	46	22	28	24	5	2.0
ras	26	140	21	35	113	14	5.0
annexation	21	174	21	30	152	8	3.0
swords	34	187	27	33	152	5	2.0
moss	186	562	30	38	376	8	3.0
counseling	28	263	28	33	234	5	2.0
trojan	28	278	28	37	250	8	3.0
fiercely	22	490	22	30	468	8	3.0
arkansas	124	571	29	43	446	14	5.0
ecosystem	25	94	25	33	68	8	3.0
incurred	22	39	22	28	16	5	2.0
rank	21	29	21	29	8	8	3.0
disposal	26	272	26	32	246	5	2.0
proportional	28	274	28	34	246	5	2.0
##lands	25	554	25	41	529	16	6.0
basil	28	523	26	37	495	11	4.0
observing	23	85	22	28	62	5	2.0
recognizable	98	560	27	35	461	8	3.0
accomplishments	25	164	25	30	139	5	2.0
truss	63	576	30	39	512	8	3.0
twelfth	51	574	31	36	522	5	2.0
seminary	91	99	26	32	7	5	2.0
##dee	27	571	27	35	544	8	3.0
culturally	26	60	25	31	34	5	2.0
allegiance	25	186	25	34	161	8	3.0
ramon	23	52	23	32	28	8	3.0
unreasonable	25	145	25	31	119	5	2.0
geared	26	254	26	32	228	5	2.0
leaning	26	279	26	34	253	8	3.0
influences	23	163	22	30	140	8	3.0
1624	26	144	26	35	117	8	3.0
glenn	24	564	24	35	539	10	4.0
ter	24	118	24	32	93	8	3.0
sympathetic	53	538	29	37	485	8	3.0
##gin	25	591	26	39	565	13	5.0
havoc	20	28	20	28	7	8	3.0
niche	28	147	29	34	119	5	2.0
##kis	29	143	28	34	114	5	2.0
appealing	28	522	28	33	494	5	2.0
auschwitz	28	510	28	36	482	8	3.0
nsa	23	177	24	32	153	8	3.0
bargain	72	118	28	36	45	8	3.0
brunei	59	291	34	42	232	8	3.0
##hom	25	33	25	33	7	8	3.0
barrow	102	644	26	39	542	13	5.0
agrarian	133	562	32	40	429	8	3.0
##shaw	25	575	24	37	550	13	5.0
reunification	130	555	31	36	424	5	2.0
addicted	75	552	26	34	476	8	3.0
##psy	34	283	22	33	249	10	4.0
ptolemy	27	555	27	35	528	8	3.0
##shot	22	532	22	33	509	10	4.0
##edd	28	150	28	33	121	5	2.0
constructive	91	566	28	38	474	10	4.0
tay	30	566	30	36	535	5	2.0
blows	26	78	26	32	52	5	2.0
cultivated	23	28	23	28	5	5	2.0
crab	26	548	27	32	521	5	2.0
nod	20	73	20	28	52	7	3.0
chronicles	29	81	26	31	52	5	2.0
##kle	28	294	27	35	266	7	3.0
rosemary	25	518	25	31	493	5	2.0
harden	25	70	26	34	44	7	3.0
##lash	43	209	29	40	166	10	4.0
outlet	23	178	23	31	155	7	3.0
vascular	28	283	27	35	254	7	3.0
bonfire	185	558	32	37	373	5	2.0
lieu	25	51	24	32	26	7	3.0
curtis	26	272	26	34	246	7	3.0
luzon	28	556	27	37	527	10	4.0
##press	26	31	26	31	4	5	2.0
1863	88	93	27	32	5	5	2.0
salute	27	541	28	36	514	7	3.0
ranges	24	54	24	29	29	5	2.0
##ckle	32	34	28	34	2	5	2.0
keating	65	529	29	34	463	5	2.0
hannover	25	490	26	33	464	7	3.0
##ex	20	113	20	33	92	13	5.0
avon	20	502	20	33	481	13	5.0
##hora	30	102	29	35	71	5	2.0
adequately	22	88	23	31	66	7	3.0
widening	26	116	26	31	89	5	2.0
climates	30	557	29	34	526	5	2.0
majors	95	530	28	35	435	7	3.0
hayes	25	538	26	36	513	10	4.0
malta	50	171	28	36	120	7	3.0
thugs	25	76	25	30	50	5	2.0
undergo	22	50	23	28	27	5	2.0
ubiquitous	26	78	26	32	52	5	2.0
gore	22	581	21	40	559	18	7.0
alcoholic	30	556	28	36	526	7	3.0
hoover	101	551	29	37	449	7	3.0
armenia	41	256	22	32	215	10	4.0
26th	23	73	22	30	50	7	3.0
sacks	132	175	25	31	42	5	2.0
accessibility	26	516	25	33	490	7	3.0
disabilities	82	84	24	32	2	7	3.0
grid	24	558	24	34	534	10	4.0
hybrid	27	50	26	31	23	5	2.0
coin	23	99	23	33	76	10	4.0
byrne	78	552	29	36	473	7	3.0
certainty	23	76	23	28	52	5	2.0
insignificant	28	552	28	36	523	7	3.0
classical	24	526	24	34	501	10	4.0
binds	22	67	22	30	44	7	3.0
declan	502	553	30	35	50	5	2.0
bertrand	27	69	27	32	41	5	2.0
forums	24	30	24	29	5	5	2.0
##elo	28	189	24	34	160	10	4.0
talents	26	75	26	31	49	5	2.0
murderers	20	164	20	28	143	7	3.0
##hard	25	39	26	31	14	5	2.0
scandinavia	176	199	31	36	22	5	2.0
##jou	21	130	22	35	108	12	5.0
roosevelt	29	285	30	35	255	5	2.0
puget	27	279	27	35	252	7	3.0
olympia	176	292	31	37	115	5	2.0
mineral	45	191	30	35	145	5	2.0
##ence	23	28	23	28	4	5	2.0
131	23	30	23	30	7	7	3.0
##mut	34	194	27	34	159	7	3.0
blitz	19	174	18	29	154	10	4.0
ek	27	623	26	41	595	15	6.0
##hiro	21	38	22	27	16	5	2.0
beit	24	29	24	29	5	5	2.0
bailey	24	55	25	32	30	7	3.0
##ilis	24	298	24	36	274	12	5.0
fellowship	25	45	25	33	19	7	3.0
madeleine	22	269	22	32	246	10	4.0
rogue	24	89	24	34	64	9	4.0
nolan	25	91	25	30	65	4	2.0
angle	23	588	23	43	564	19	8.0
ion	26	87	21	33	60	12	5.0
bore	24	597	24	37	573	12	5.0
limiting	24	164	24	29	139	4	2.0
determining	22	110	22	30	87	7	3.0
##ports	21	140	22	29	119	7	3.0
bowls	168	542	29	37	373	7	3.0
nigel	57	568	26	36	511	9	4.0
devised	61	112	27	34	51	7	3.0
chopper	24	510	24	32	485	7	3.0
jacksonville	25	538	26	36	512	9	4.0
##tze	29	148	29	34	118	4	2.0
tunes	22	170	22	30	148	7	3.0
borg	130	582	29	36	452	7	3.0
207	28	33	29	34	4	4	2.0
rags	26	30	25	30	4	4	2.0
wraps	19	70	19	29	51	9	4.0
belarusian	177	595	33	41	418	7	3.0
giles	24	34	24	29	9	4	2.0
##link	27	587	26	41	560	14	6.0
reunited	23	85	23	28	62	4	2.0
##media	25	107	25	30	81	4	2.0
3000	27	587	27	36	559	9	4.0
vegetarian	282	547	32	40	265	7	3.0
duo	21	505	21	31	483	9	4.0
scent	24	29	24	29	5	4	2.0
caste	41	529	28	33	488	4	2.0
bullock	28	533	28	33	505	4	2.0
rosary	544	546	34	39	1	4	2.0
expressing	22	27	22	27	4	4	2.0
gypsy	27	517	27	32	490	4	2.0
furious	55	585	27	37	529	9	4.0
hk	27	145	27	34	117	7	3.0
midfielder	27	270	27	32	243	4	2.0
sober	26	49	26	33	22	7	3.0
scales	26	547	25	35	520	9	4.0
##eers	22	59	21	29	37	7	3.0
##ound	24	43	24	31	19	7	3.0
designate	21	66	21	33	44	12	5.0
teller	26	33	27	32	6	4	2.0
1921	51	124	27	32	72	4	2.0
##tens	26	150	26	36	124	9	4.0
shade	28	281	29	34	252	4	2.0
5000	26	53	26	33	26	7	3.0
bentley	25	79	26	31	53	4	2.0
fails	18	83	18	30	64	12	5.0
jackets	95	268	27	34	173	7	3.0
senegal	178	562	29	38	383	9	4.0
rodney	245	507	26	31	261	4	2.0
##ilo	24	152	24	36	128	12	5.0
drafting	23	519	22	32	496	9	4.0
garry	24	503	24	31	478	7	3.0
locality	31	521	29	34	489	4	2.0
markham	25	539	25	35	513	9	4.0
sage	26	188	26	33	161	7	3.0
wits	59	564	28	40	504	12	5.0
##bic	29	614	28	40	584	12	5.0
ceylon	43	536	31	36	493	4	2.0
setup	29	44	25	29	14	4	2.0
##ρ	23	41	22	32	17	9	4.0
##burn	25	38	25	32	12	7	3.0
hartley	25	70	25	30	45	4	2.0
joked	25	103	25	29	77	4	2.0
##dou	24	40	22	31	16	9	4.0
##laya	140	603	31	38	462	7	3.0
keeper	31	53	26	31	22	4	2.0
headmaster	59	89	27	31	30	4	2.0
tun	29	121	26	36	91	9	4.0
maori	82	563	34	42	480	7	3.0
suburbs	28	179	28	33	151	4	2.0
##isse	27	561	27	34	533	7	3.0
briefs	22	50	22	27	28	4	2.0
sandstone	29	539	28	36	510	7	3.0
undertake	25	45	24	29	20	4	2.0
dustin	26	30	25	30	3	4	2.0
atv	273	553	30	35	280	4	2.0
typed	58	130	26	30	71	4	2.0
##nai	27	310	26	38	283	11	5.0
wang	25	134	25	35	109	9	4.0
leeds	30	542	26	35	512	9	4.0
##wives	24	279	24	32	255	7	3.0
fontaine	90	548	29	36	457	7	3.0
##rell	36	68	26	33	32	7	3.0
##ues	22	49	23	32	26	9	4.0
infiltrate	23	122	24	28	98	4	2.0
bulb	110	133	26	30	23	4	2.0
ruiz	30	524	30	34	493	4	2.0
amelia	25	125	24	31	100	7	3.0
mixer	75	141	28	32	65	4	2.0
cannons	26	91	26	31	65	4	2.0
##bri	25	32	25	32	7	7	3.0
##uder	73	152	30	37	79	7	3.0
enzyme	25	44	26	30	18	4	2.0
gifted	70	275	27	34	205	7	3.0
temperate	43	547	29	34	503	4	2.0
rhine	26	70	26	31	44	4	2.0
bain	20	601	20	41	581	21	9.0
lauren	24	513	24	34	489	9	4.0
definite	27	75	27	31	47	4	2.0
##oked	96	297	31	36	200	4	2.0
memphis	29	538	29	36	509	7	3.0
piers	23	125	23	33	101	9	4.0
incorporates	24	175	23	28	150	4	2.0
unconscious	28	275	27	34	247	7	3.0
##cier	22	64	22	32	42	9	4.0
stripe	27	112	26	33	84	7	3.0
dispersed	24	511	25	32	486	7	3.0
skirt	27	577	27	36	550	9	4.0
##lz	31	603	31	38	572	6	3.0
revolt	25	168	25	30	143	4	2.0
starr	28	99	28	35	71	6	3.0
diesel	25	519	25	32	494	6	3.0
##tell	21	180	21	33	158	11	5.0
##kir	25	53	25	32	27	6	3.0
##oper	22	592	22	36	569	13	6.0
estates	26	180	26	33	153	6	3.0
ants	25	42	25	30	16	4	2.0
bait	30	583	30	37	553	6	3.0
realise	23	32	23	29	9	6	3.0
spins	39	169	24	29	130	4	2.0
##voking	23	130	24	31	106	6	3.0
mystery	25	47	24	31	22	6	3.0
contingent	24	36	25	29	11	4	2.0
##boy	25	207	26	37	181	11	5.0
caucasian	115	549	34	39	434	4	2.0
vikings	166	523	30	39	357	9	4.0
40th	26	31	26	31	5	4	2.0
dalton	26	30	25	30	4	4	2.0
strings	78	580	30	39	502	9	4.0
starter	23	255	24	31	231	6	3.0
goodman	26	270	26	30	243	4	2.0
turf	30	41	25	32	10	6	3.0
seals	43	555	28	37	512	9	4.0
blaine	25	274	26	32	249	6	3.0
fascist	23	66	23	30	42	6	3.0
shame	24	194	23	35	170	11	5.0
tipped	24	537	24	34	512	9	4.0
hoax	24	28	24	28	4	4	2.0
disguised	24	35	24	31	10	6	3.0
##atic	22	78	22	34	55	11	5.0
nowadays	24	186	24	29	161	4	2.0
jaguars	26	181	26	33	155	6	3.0
crush	40	263	27	34	223	6	3.0
completion	22	249	22	29	227	6	3.0
souls	27	56	27	32	29	4	2.0
##ogen	27	280	27	34	253	6	3.0
tt	24	61	23	32	37	9	4.0
finite	25	277	25	32	252	6	3.0
tex	90	286	28	37	196	9	4.0
##dai	22	34	22	33	12	11	5.0
burnt	23	163	23	32	139	9	4.0
plotted	24	177	25	31	153	6	3.0
robbed	82	503	27	36	420	9	4.0
grants	20	69	20	31	49	11	5.0
chunks	29	62	25	30	32	4	2.0
evenly	27	556	27	34	528	6	3.0
masses	24	78	24	31	53	6	3.0
190	24	38	23	30	14	6	3.0
replica	25	30	25	29	5	4	2.0
##cking	35	270	27	31	235	4	2.0
echoing	23	125	23	28	101	4	2.0
##lice	24	279	16	36	254	20	9.0
shapiro	26	551	26	35	524	9	4.0
bathrooms	129	536	29	36	406	6	3.0
iv	19	186	19	32	166	13	6.0
caring	24	29	24	29	4	4	2.0
superhero	24	168	23	28	144	4	2.0
bribe	24	303	24	35	279	11	5.0
maharashtra	202	549	35	42	346	6	3.0
##nded	21	26	21	26	4	4	2.0
##rest	25	70	25	34	45	8	4.0
##lles	49	136	23	32	86	8	4.0
frantically	18	129	18	29	110	11	5.0
danielle	24	31	24	30	7	6	3.0
propelled	23	50	23	34	27	11	5.0
corvette	25	130	25	29	104	4	2.0
calf	107	559	28	35	451	6	3.0
bass	29	586	28	37	557	8	4.0
##nberg	25	30	25	29	4	4	2.0
roam	25	30	24	29	5	4	2.0
##roi	30	200	26	33	169	6	3.0
explorers	25	65	25	29	40	4	2.0
erie	29	146	29	36	116	6	3.0
alias	21	25	21	25	4	4	2.0
goldstein	26	511	25	32	485	6	3.0
persistence	28	62	27	31	34	4	2.0
nitrogen	108	586	31	40	478	8	4.0
imitation	27	39	27	31	11	4	2.0
bind	24	39	24	31	14	6	3.0
guadalajara	32	555	30	34	523	4	2.0
lang	22	181	23	32	159	8	4.0
petersen	75	94	28	32	19	4	2.0
consultancy	27	91	27	31	63	4	2.0
ancestors	22	126	22	29	103	6	3.0
eddie	23	98	23	32	75	8	4.0
##loading	23	109	23	32	86	8	4.0
welding	24	508	25	32	484	6	3.0
hideout	23	123	23	27	100	4	2.0
goodwill	89	180	29	34	90	4	2.0
bmw	26	188	26	35	161	8	4.0
ecological	73	265	30	34	191	4	2.0
cody	26	30	26	31	4	4	2.0
rust	29	620	29	38	591	8	4.0
elise	28	120	25	32	91	6	3.0
nhs	26	85	26	32	58	6	3.0
##ulating	23	29	23	30	6	6	3.0
miner	27	578	28	36	550	8	4.0
##rgan	28	568	28	36	540	8	4.0
shortest	29	95	29	33	65	4	2.0
##sum	25	36	26	33	10	6	3.0
monk	24	565	25	36	540	11	5.0
shandong	521	562	34	40	41	6	3.0
rip	116	172	26	30	56	4	2.0
packs	106	291	30	37	184	6	3.0
erin	24	280	24	33	256	8	4.0
sabre	23	507	23	32	483	8	4.0
consuming	24	541	24	33	516	8	4.0
##schen	32	110	26	31	78	4	2.0
plunging	27	258	27	31	231	4	2.0
##ulus	130	567	30	35	436	4	2.0
vow	19	133	19	28	113	8	4.0
##cera	108	150	31	35	42	4	2.0
afi	23	551	23	36	527	13	6.0
historically	23	81	24	32	57	8	4.0
armando	24	102	25	31	77	6	3.0
##mble	29	589	29	38	559	8	4.0
bending	28	178	26	31	150	4	2.0
indira	26	527	27	33	500	6	3.0
arabian	25	109	25	33	84	8	4.0
##dles	26	30	26	30	3	4	2.0
bucket	27	556	26	42	528	15	7.0
charlotte	22	538	22	37	516	15	7.0
feud	18	535	18	33	517	15	7.0
biology	19	171	19	28	151	8	4.0
secession	43	110	28	33	66	4	2.0
funnel	25	173	26	30	147	4	2.0
bauer	23	135	23	33	111	10	5.0
cbc	33	60	29	33	27	4	2.0
referee	24	268	24	33	243	8	4.0
dorset	26	31	26	31	4	4	2.0
nes	25	141	25	34	115	8	4.0
chores	85	93	29	33	7	4	2.0
rams	29	546	29	37	517	8	4.0
raju	26	57	26	33	30	6	3.0
horizontal	25	107	26	30	81	4	2.0
irritated	24	259	24	30	234	6	3.0
##xt	25	67	26	32	41	6	3.0
fisher	27	265	24	33	238	8	4.0
exterior	24	29	25	29	5	4	2.0
wiring	33	535	25	33	501	8	4.0
albanian	27	263	26	33	235	6	3.0
##isman	22	587	22	35	565	12	6.0
##hul	26	60	26	35	33	8	4.0
blogs	47	261	24	31	214	6	3.0
mapping	27	262	27	31	235	4	2.0
blessed	24	96	24	28	72	4	2.0
wrongly	29	188	28	35	159	6	3.0
continually	24	29	24	28	4	4	2.0
301	25	104	25	31	79	6	3.0
desperation	28	524	28	32	495	4	2.0
##eng	28	38	29	33	9	4	2.0
accordance	22	30	22	26	8	4	2.0
inn	26	514	21	34	488	12	6.0
clyde	25	285	25	36	259	10	5.0
##bang	25	68	25	31	43	6	3.0
lehman	24	267	24	30	243	6	3.0
cheer	20	115	20	33	95	12	6.0
merged	24	257	24	31	233	6	3.0
cellar	32	194	25	36	161	10	5.0
blank	33	47	26	33	13	6	3.0
cheung	279	576	33	40	297	6	3.0
sided	79	104	29	33	25	4	2.0
##ater	28	611	28	37	583	8	4.0
##atter	46	579	28	36	532	8	4.0
stretches	25	275	24	33	250	8	4.0
lips	60	198	29	36	137	6	3.0
encircled	27	40	24	30	12	6	3.0
camilla	31	603	30	43	572	12	6.0
pump	39	188	27	34	148	6	3.0
357	25	28	25	29	3	4	2.0
##icular	26	144	26	33	117	6	3.0
kyrgyzstan	522	537	35	42	14	6	3.0
##nia	27	111	26	33	84	6	3.0
commands	21	26	21	25	5	4	2.0
tory	24	255	24	32	231	8	4.0
perimeter	27	46	27	31	18	4	2.0
honoured	24	178	23	34	154	10	5.0
bergen	66	538	28	39	471	10	5.0
knock	47	279	25	30	232	4	2.0
pilgrims	24	168	24	30	144	6	3.0
acquaintances	23	26	23	27	3	4	2.0
drummond	252	563	29	44	311	14	7.0
##fb	25	183	26	32	158	6	3.0
lc	28	34	28	32	6	4	2.0
pleas	56	196	31	36	140	4	2.0
##therapy	23	41	23	27	17	4	2.0
##phone	25	266	25	33	241	8	4.0
1868	28	534	28	32	505	4	2.0
browne	28	543	28	34	515	6	3.0
##ttal	252	568	31	35	316	4	2.0
avery	22	87	22	31	65	8	4.0
##aly	29	589	29	37	559	8	4.0
wc	26	111	26	32	85	6	3.0
##rud	26	157	26	36	130	10	5.0
maru	25	32	25	31	6	6	3.0
persona	24	136	24	28	111	4	2.0
##hearted	24	39	24	30	15	6	3.0
##rine	27	98	27	32	70	4	2.0
conversion	50	174	26	32	124	6	3.0
##bbed	35	235	24	29	200	4	2.0
clicks	22	26	23	27	3	4	2.0
##oom	26	78	27	31	51	4	2.0
greed	25	52	25	29	27	4	2.0
cocoa	27	139	28	34	111	6	3.0
batteries	27	70	26	34	43	8	4.0
topping	24	63	24	30	39	6	3.0
bats	26	173	26	30	146	4	2.0
armour	54	296	30	36	241	6	3.0
harassed	24	166	24	31	141	6	3.0
muriel	26	521	25	33	495	8	4.0
monarchy	39	529	27	33	489	6	3.0
brass	186	554	29	35	367	6	3.0
##uen	28	142	28	35	114	6	3.0
rooster	81	565	32	40	484	8	4.0
gilmore	113	130	29	33	17	4	2.0
dignity	29	559	30	36	530	6	3.0
doomed	18	26	18	26	7	8	4.0
dieter	27	548	27	35	521	8	4.0
##cend	25	69	26	32	43	6	3.0
